model,objective,acquisition,num_initial_points,num_steps,seed,true_min,found_minimum,steps_taken,acquisition_runtime,optimize_runtime,pickle_file
gpr,hartmann6,ei,60,500,9,-3.32237,-3.319357055,28,18.187,43.208,gpr_ei_hartmann6__seed9.pkl
gpr,eggho2,ei,20,500,3,-959.6407,-959.6370408,272,43.662,394.17,gpr_ei_eggho2__seed3.pkl
gpr,hartmann6,ei,60,500,8,-3.32237,-3.321178978,121,24.47,176.814,gpr_ei_hartmann6__seed8.pkl
gpr,hartmann6,ei,60,500,3,-3.32237,-3.319919253,264,136.061,481.265,gpr_ei_hartmann6__seed3.pkl
gpr,eggho2,ei,20,500,6,-959.6407,-959.3467792,395,71.148,736.51,gpr_ei_eggho2__seed6.pkl
gpr,eggho2,ei,20,500,8,-959.6407,-959.428489,377,80.889,692.282,gpr_ei_eggho2__seed8.pkl
gpr,hartmann6,ei,60,500,5,-3.32237,-3.322118287,361,141.138,792.242,gpr_ei_hartmann6__seed5.pkl
gpr,hartmann6,ei,60,500,0,-3.32237,-3.321098957,400,140.066,909.993,gpr_ei_hartmann6__seed0.pkl
gpr,dropw2,ei,20,500,6,-1,-0.785751334,500,127.082,1132.946,gpr_ei_dropw2__seed6.pkl
gpr,dropw2,ei,20,500,7,-1,-0.936245327,500,129.513,1129.459,gpr_ei_dropw2__seed7.pkl
gpr,dropw2,ei,20,500,8,-1,-0.785751334,500,127.979,1131.756,gpr_ei_dropw2__seed8.pkl
gpr,dropw2,ei,20,500,9,-1,-0.785751334,500,128.763,1131.313,gpr_ei_dropw2__seed9.pkl
gpr,eggho2,ei,20,500,4,-959.6407,-958.8700075,49,8.514,51.215,gpr_ei_eggho2__seed4.pkl
gpr,eggho2,ei,20,500,2,-959.6407,-959.322169,303,74.489,365.753,gpr_ei_eggho2__seed2.pkl
gpr,eggho2,ei,20,500,5,-959.6407,-716.6292758,500,177.458,684.54,gpr_ei_eggho2__seed5.pkl
gpr,eggho2,ei,20,500,0,-959.6407,-888.941318,500,190.096,683.409,gpr_ei_eggho2__seed0.pkl
gpr,ackley5,ei,50,500,8,0,4.038609654,500,64.307,719.513,gpr_ei_ackley5__seed8.pkl
gpr,ackley5,ei,50,500,4,0,4.155856066,500,66.23,717.705,gpr_ei_ackley5__seed4.pkl
gpr,ackley5,ei,50,500,6,0,3.282368187,500,61.559,726.599,gpr_ei_ackley5__seed6.pkl
gpr,ackley5,ei,50,500,3,0,3.554695782,500,64.596,723.169,gpr_ei_ackley5__seed3.pkl
gpr,ackley5,ei,50,500,2,0,3.81092209,500,67.858,720,gpr_ei_ackley5__seed2.pkl
gpr,ackley5,ei,50,500,7,0,1.792711497,500,69.648,720.884,gpr_ei_ackley5__seed7.pkl
gpr,ackley5,ei,50,500,0,0,2.283018757,500,78.531,729.83,gpr_ei_ackley5__seed0.pkl
gpr,ackley5,ei,50,500,9,0,1.552210335,500,178.162,777.434,gpr_ei_ackley5__seed9.pkl
gpr,ackley5,ei,50,500,5,0,2.432089032,500,276.83,780.204,gpr_ei_ackley5__seed5.pkl
gpr,ackley5,ei,50,500,1,0,10.25928106,500,426.167,768.19,gpr_ei_ackley5__seed1.pkl
gpr,michal2,ts,20,500,4,-1.8013034,-1.799882095,3,1.507,4.807,gpr_ts_michal2__seed4.pkl
gpr,scaled_branin,ts,20,500,6,-1.047393,-1.047218697,10,4.027,13.013,gpr_ts_scaled_branin__seed6.pkl
gpr,scaled_branin,ts,20,500,8,-1.047393,-1.046711491,12,4.456,16.522,gpr_ts_scaled_branin__seed8.pkl
gpr,scaled_branin,ts,20,500,0,-1.047393,-1.046673599,12,4.146,16.636,gpr_ts_scaled_branin__seed0.pkl
gpr,scaled_branin,ts,20,500,4,-1.047393,-1.047359678,15,5.928,19.833,gpr_ts_scaled_branin__seed4.pkl
gpr,michal2,ts,20,500,7,-1.8013034,-1.801059315,4,1.702,5.979,gpr_ts_michal2__seed7.pkl
gpr,michal2,ts,20,500,2,-1.8013034,-1.800462557,16,6.431,21.254,gpr_ts_michal2__seed2.pkl
gpr,michal2,ts,20,500,3,-1.8013034,-1.799881374,19,7.282,24.197,gpr_ts_michal2__seed3.pkl
gpr,scaled_branin,ts,20,500,1,-1.047393,-1.047285548,19,7.04,25.146,gpr_ts_scaled_branin__seed1.pkl
gpr,scaled_branin,ts,20,500,7,-1.047393,-1.046928413,23,8.356,29.61,gpr_ts_scaled_branin__seed7.pkl
gpr,michal2,ts,20,500,0,-1.8013034,-1.799988773,23,8.803,29.658,gpr_ts_michal2__seed0.pkl
gpr,scaled_branin,ts,20,500,3,-1.047393,-1.047260657,27,10.579,34.203,gpr_ts_scaled_branin__seed3.pkl
gpr,michal2,ts,20,500,5,-1.8013034,-1.800477569,30,12.07,37.727,gpr_ts_michal2__seed5.pkl
gpr,goldstein2,ts,20,500,6,-3.12913,-3.127458214,6,2.463,8.46,gpr_ts_goldstein2__seed6.pkl
gpr,goldstein2,ts,20,500,0,-3.12913,-3.129082866,16,6.317,20.904,gpr_ts_goldstein2__seed0.pkl
gpr,goldstein2,ts,20,500,8,-3.12913,-3.12715255,4,1.726,5.966,gpr_ts_goldstein2__seed8.pkl
gpr,michal2,ts,20,500,9,-1.8013034,-1.799704941,23,8.705,29.961,gpr_ts_michal2__seed9.pkl
gpr,goldstein2,ts,20,500,1,-3.12913,-3.127692101,22,8.273,29.206,gpr_ts_goldstein2__seed1.pkl
gpr,michal2,ts,20,500,1,-1.8013034,-1.800149564,40,15.495,51.574,gpr_ts_michal2__seed1.pkl
gpr,scaled_branin,ts,20,500,9,-1.047393,-1.047278019,39,15.333,52.498,gpr_ts_scaled_branin__seed9.pkl
gpr,michal2,ts,20,500,6,-1.8013034,-1.799845562,37,15.419,48.186,gpr_ts_michal2__seed6.pkl
gpr,goldstein2,ts,20,500,4,-3.12913,-3.126605294,23,8.573,30.031,gpr_ts_goldstein2__seed4.pkl
gpr,goldstein2,ts,20,500,5,-3.12913,-3.127053433,21,8.307,28.182,gpr_ts_goldstein2__seed5.pkl
gpr,goldstein2,ts,20,500,9,-3.12913,-3.126492021,13,5.723,18.158,gpr_ts_goldstein2__seed9.pkl
gpr,scaled_branin,ts,20,500,2,-1.047393,-1.047302168,49,20.077,66.06,gpr_ts_scaled_branin__seed2.pkl
gpr,goldstein2,ts,20,500,2,-3.12913,-3.127370003,33,13.667,44.296,gpr_ts_goldstein2__seed2.pkl
gpr,michal2,ts,20,500,8,-1.8013034,-1.80045849,40,15.553,54.339,gpr_ts_michal2__seed8.pkl
gpr,hartmann3,ts,30,500,7,-3.86278,-3.859466206,7,8.403,11.33,gpr_ts_hartmann3__seed7.pkl
gpr,goldstein2,ts,20,500,7,-3.12913,-3.128400118,27,10.68,37.479,gpr_ts_goldstein2__seed7.pkl
gpr,scaled_branin,ts,20,500,5,-1.047393,-1.047297634,72,31.443,102.692,gpr_ts_scaled_branin__seed5.pkl
gpr,goldstein2,ts,20,500,3,-3.12913,-3.128747087,61,27.645,89.238,gpr_ts_goldstein2__seed3.pkl
gpr,hartmann3,ts,30,500,2,-3.86278,-3.862388604,37,44.069,59.117,gpr_ts_hartmann3__seed2.pkl
gpr,hartmann3,ts,30,500,1,-3.86278,-3.862385186,45,56.419,73.784,gpr_ts_hartmann3__seed1.pkl
gpr,hartmann3,ts,30,500,4,-3.86278,-3.859663862,51,61.409,83.082,gpr_ts_hartmann3__seed4.pkl
gpr,hartmann3,ts,30,500,3,-3.86278,-3.861886608,83,109.512,147.614,gpr_ts_hartmann3__seed3.pkl
gpr,hartmann3,ts,30,500,8,-3.86278,-3.861958846,80,105.124,145.299,gpr_ts_hartmann3__seed8.pkl
gpr,hartmann3,ts,30,500,5,-3.86278,-3.862638597,102,137.248,190.378,gpr_ts_hartmann3__seed5.pkl
gpr,hartmann3,ts,30,500,0,-3.86278,-3.860981898,112,153.001,207.777,gpr_ts_hartmann3__seed0.pkl
gpr,hartmann3,ts,30,500,6,-3.86278,-3.862314054,150,221.356,324.033,gpr_ts_hartmann3__seed6.pkl
gpr,hartmann3,ts,30,500,9,-3.86278,-3.862361279,151,225.508,324.664,gpr_ts_hartmann3__seed9.pkl
gpr,dropw2,ts,20,500,1,-1,-0.936245152,500,730.673,5385.209,gpr_ts_dropw2__seed1.pkl
gpr,dropw2,ts,20,500,2,-1,-0.999295803,500,736.175,5374.017,gpr_ts_dropw2__seed2.pkl
gpr,dropw2,ts,20,500,0,-1,-0.936245202,500,731.882,5605.419,gpr_ts_dropw2__seed0.pkl
gpr,dropw2,ts,20,500,5,-1,-0.998267487,500,743.933,5343.745,gpr_ts_dropw2__seed5.pkl
gpr,dropw2,ts,20,500,3,-1,-0.936245193,500,722.485,5641.809,gpr_ts_dropw2__seed3.pkl
gpr,dropw2,ts,20,500,4,-1,-0.78575133,500,735.52,5647.855,gpr_ts_dropw2__seed4.pkl
gpr,shekel4,ts,40,500,5,-10.5363,-8.077553069,500,2481.654,7416.258,gpr_ts_shekel4__seed5.pkl
gpr,shekel4,ts,40,500,6,-10.5363,-7.554064686,500,2425.987,7459.741,gpr_ts_shekel4__seed6.pkl
gpr,shekel4,ts,40,500,2,-10.5363,-7.884781528,500,2470.772,7482.308,gpr_ts_shekel4__seed2.pkl
gpr,shekel4,ts,40,500,4,-10.5363,-7.28525843,500,2449.535,7507.438,gpr_ts_shekel4__seed4.pkl
gpr,shekel4,ts,40,500,8,-10.5363,-6.979422319,500,2488.357,7386.871,gpr_ts_shekel4__seed8.pkl
gpr,shekel4,ts,40,500,0,-10.5363,-8.674681205,500,2432.809,7553.73,gpr_ts_shekel4__seed0.pkl
gpr,shekel4,ts,40,500,1,-10.5363,-8.199310079,500,2447.911,7564.282,gpr_ts_shekel4__seed1.pkl
gpr,shekel4,ts,40,500,3,-10.5363,-8.460906382,500,2463.927,7573.718,gpr_ts_shekel4__seed3.pkl
gpr,shekel4,ts,40,500,7,-10.5363,-7.771169644,500,2478.298,7490.487,gpr_ts_shekel4__seed7.pkl
gpr,shekel4,ts,40,500,9,-10.5363,-8.842952721,500,2493.557,7496.053,gpr_ts_shekel4__seed9.pkl
gpr,eggho2,ts,20,500,1,-959.6407,-894.5100169,500,701.834,4570.681,gpr_ts_eggho2__seed1.pkl
gpr,dropw2,ts,20,500,9,-1,-0.936245328,500,726.848,5131.612,gpr_ts_dropw2__seed9.pkl
gpr,dropw2,ts,20,500,8,-1,-0.999299679,500,709.823,5226.69,gpr_ts_dropw2__seed8.pkl
gpr,rosenbrock4,ts,40,500,2,-1.01917,-1.019124329,85,242.901,167.975,gpr_ts_rosenbrock4__seed2.pkl
gpr,rosenbrock4,ts,40,500,1,-1.01917,-1.019167867,359,1480.787,2401.073,gpr_ts_rosenbrock4__seed1.pkl
gpr,rosenbrock4,ts,40,500,4,-1.01917,-1.019169962,500,2416.217,6040.436,gpr_ts_rosenbrock4__seed4.pkl
gpr,rosenbrock4,ts,40,500,7,-1.01917,-1.019162616,500,2387.312,6084.262,gpr_ts_rosenbrock4__seed7.pkl
gpr,rosenbrock4,ts,40,500,3,-1.01917,-1.01915943,500,2415.571,6062.581,gpr_ts_rosenbrock4__seed3.pkl
gpr,rosenbrock4,ts,40,500,5,-1.01917,-1.019167668,500,2462.402,6020.117,gpr_ts_rosenbrock4__seed5.pkl
gpr,rosenbrock4,ts,40,500,9,-1.01917,-1.019159253,500,2371.319,6121.741,gpr_ts_rosenbrock4__seed9.pkl
gpr,rosenbrock4,ts,40,500,0,-1.01917,-1.01915224,500,2425.421,6077.933,gpr_ts_rosenbrock4__seed0.pkl
gpr,rosenbrock4,ts,40,500,8,-1.01917,-1.019154103,500,2386.225,6122.055,gpr_ts_rosenbrock4__seed8.pkl
gpr,rosenbrock4,ts,40,500,6,-1.01917,-1.019169661,500,2453.756,6065.911,gpr_ts_rosenbrock4__seed6.pkl
gpr,hartmann6,ts,60,500,0,-3.32237,-3.181082061,500,5326.233,7031.432,gpr_ts_hartmann6__seed0.pkl
gpr,hartmann6,ts,60,500,3,-3.32237,-3.149024417,500,5235.212,7128.092,gpr_ts_hartmann6__seed3.pkl
gpr,hartmann6,ts,60,500,5,-3.32237,-3.194367915,500,5249.906,7174.285,gpr_ts_hartmann6__seed5.pkl
gpr,hartmann6,ts,60,500,4,-3.32237,-3.171499444,500,5235.597,7196.828,gpr_ts_hartmann6__seed4.pkl
gpr,hartmann6,ts,60,500,2,-3.32237,-3.233607993,500,5254.12,7199.365,gpr_ts_hartmann6__seed2.pkl
gpr,hartmann6,ts,60,500,1,-3.32237,-3.296901339,500,5327.611,7149.297,gpr_ts_hartmann6__seed1.pkl
gpr,hartmann6,ts,60,500,6,-3.32237,-3.187439661,500,5251.347,7038.437,gpr_ts_hartmann6__seed6.pkl
gpr,hartmann6,ts,60,500,7,-3.32237,-3.223626616,500,4747.118,6050.03,gpr_ts_hartmann6__seed7.pkl
gpr,hartmann6,ts,60,500,8,-3.32237,-3.297905596,500,3544.668,4546.351,gpr_ts_hartmann6__seed8.pkl
gpr,hartmann6,ts,60,500,9,-3.32237,-3.220578311,500,3502.422,4576.996,gpr_ts_hartmann6__seed9.pkl
gpr,noisy_shekel4,ts,40,50,12,-10.5363,-11.14164187,50,692.418,11805.753,gpr_ts_noisy_shekel4__seed12.pkl
gpr,noisy_shekel4,ts,40,50,10,-10.5363,-7.922599542,50,659.39,12893.568,gpr_ts_noisy_shekel4__seed10.pkl
gpr,noisy_shekel4,ts,40,50,11,-10.5363,-7.324801192,50,748.171,13416.518,gpr_ts_noisy_shekel4__seed11.pkl
gpr,noisy_shekel4,ts,40,50,14,-10.5363,-9.820315946,50,637.382,11003.621,gpr_ts_noisy_shekel4__seed14.pkl
gpr,noisy_shekel4,ts,40,50,15,-10.5363,-9.854612431,50,631.325,14098.477,gpr_ts_noisy_shekel4__seed15.pkl
gpr,noisy_shekel4,ts,40,50,13,-10.5363,-4.272206464,50,645.109,16017.786,gpr_ts_noisy_shekel4__seed13.pkl
gpr,noisy_shekel4,ts,40,50,16,-10.5363,-6.236759456,50,640.048,14524.068,gpr_ts_noisy_shekel4__seed16.pkl
gpr,noisy_shekel4,ts,40,50,18,-10.5363,-9.477172235,50,620.077,10914.121,gpr_ts_noisy_shekel4__seed18.pkl
gpr,noisy_shekel4,ts,40,50,17,-10.5363,-3.494230674,50,612.675,17254.241,gpr_ts_noisy_shekel4__seed17.pkl
gpr,noisy_shekel4,ts,40,50,19,-10.5363,-8.987415116,50,630.706,10679.491,gpr_ts_noisy_shekel4__seed19.pkl
gpr,noisy_hartmann6,ts,60,50,10,-3.32237,-5.207982463,50,1249.904,11149.478,gpr_ts_noisy_hartmann6__seed10.pkl
gpr,noisy_hartmann6,ts,60,50,11,-3.32237,-5.214952416,50,1235.866,11602.399,gpr_ts_noisy_hartmann6__seed11.pkl
gpr,noisy_hartmann6,ts,60,50,12,-3.32237,-4.912908691,50,1192.19,12280.279,gpr_ts_noisy_hartmann6__seed12.pkl
gpr,noisy_hartmann6,ts,60,50,13,-3.32237,-5.135370714,50,1270.674,12053.507,gpr_ts_noisy_hartmann6__seed13.pkl
gpr,noisy_hartmann6,ts,60,50,14,-3.32237,-5.106154011,50,1194.688,12210.917,gpr_ts_noisy_hartmann6__seed14.pkl
gpr,noisy_hartmann6,ts,60,50,15,-3.32237,-5.070903727,50,1181.097,11385.157,gpr_ts_noisy_hartmann6__seed15.pkl
gpr,noisy_hartmann6,ts,60,50,16,-3.32237,-5.21166686,50,1246.701,11578.742,gpr_ts_noisy_hartmann6__seed16.pkl
gpr,noisy_hartmann6,ts,60,50,17,-3.32237,-5.484450116,50,1244.899,11212.307,gpr_ts_noisy_hartmann6__seed17.pkl
gpr,noisy_hartmann6,ts,60,50,18,-3.32237,-5.533302949,50,1131.191,10626.036,gpr_ts_noisy_hartmann6__seed18.pkl
gpr,noisy_hartmann6,ts,60,50,19,-3.32237,-5.22997496,50,1065.714,9619.068,gpr_ts_noisy_hartmann6__seed19.pkl
gpr,noisy_ackley5,ts,50,50,14,0,4.236215735,50,1009.132,9110.778,gpr_ts_noisy_ackley5__seed14.pkl
gpr,noisy_ackley5,ts,50,50,10,0,3.904640774,50,1023.078,9103.13,gpr_ts_noisy_ackley5__seed10.pkl
gpr,noisy_ackley5,ts,50,50,16,0,3.511513749,50,971.969,9199.899,gpr_ts_noisy_ackley5__seed16.pkl
gpr,noisy_ackley5,ts,50,50,11,0,0.901849514,50,968.221,9285.549,gpr_ts_noisy_ackley5__seed11.pkl
gpr,noisy_ackley5,ts,50,50,19,0,3.470521636,50,923.131,9390.498,gpr_ts_noisy_ackley5__seed19.pkl
gpr,noisy_ackley5,ts,50,50,15,0,3.7370913,50,951.625,9434.335,gpr_ts_noisy_ackley5__seed15.pkl
gpr,noisy_ackley5,ts,50,50,12,0,1.376448857,50,819.985,9645.045,gpr_ts_noisy_ackley5__seed12.pkl
gpr,noisy_ackley5,ts,50,50,17,0,5.529009226,50,891.271,9591.038,gpr_ts_noisy_ackley5__seed17.pkl
gpr,noisy_ackley5,ts,50,50,18,0,4.886780937,50,952.892,9664.142,gpr_ts_noisy_ackley5__seed18.pkl
gpr,noisy_ackley5,ts,50,50,13,0,4.294153048,50,799.742,9911.189,gpr_ts_noisy_ackley5__seed13.pkl
